"ID","MissionID","DepartureLocationID","DepartureDescription","DestinationID","DestinationDescription","RouteOrder","ETD","ATD","ETA","ATA","EngineStart","EngineStop","DelayReasonID","DateCreated","CreatedBy","DateModified","ModifiedBy","DelayComment","LegCodeID","Active","StopSAR"
"33033","88570","639","","1202","","1050","","","","","","","","","","","","","","False","False"
"33034","88570","1202","","225","","1100","","","","","","","","","","","","","","False","False"
"33050","88572","980","","682","","1000","","","22/09/2017 9:25:00 AM","","","","","","","22/09/2017 9:32:20 AM","K2:GOLDCOAST\david.gilson","","","False","False"
"33051","88572","682","","980","","1050","","","22/09/2017 12:30:00 PM","","","","","","","22/09/2017 12:55:50 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33108","88573","835","","23","","1000","","","","","","","","","","","","","","False","False"
"33109","88573","23","","835","","1050","","","","","","","","","","","","","","False","False"
"33110","88573","835","","156","","1100","","","22/09/2017 3:40:00 PM","","","","","","","22/09/2017 3:46:51 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33111","88573","156","","835","","1150","","","","","","","","","","","","","","False","False"
"33090","88574","156","","448","","1000","","","","","","","","","","","","","","False","False"
"33091","88574","448","","156","","1050","","","","","","","","","","","","","","False","False"
"33092","88574","156","","514","","1100","","","22/09/2017 1:30:00 PM","","","","","","","22/09/2017 12:51:53 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33093","88574","514","","156","","1150","","","22/09/2017 3:40:00 PM","","","","","","","22/09/2017 3:43:16 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33103","88575","173","","448","","1000","","","","","","","","","","","","","","False","False"
"33104","88575","448","","156","","1050","","","22/09/2017 4:25:00 PM","","","","","","","22/09/2017 3:46:11 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33105","88575","156","","835","","1100","","","","","","","","","","","","","","False","False"
"33106","88575","835","","156","","1150","","","","","","","","","","","","","","False","False"
"33107","88575","156","","173","","1200","","","","","","","","","","","","","","False","False"
"33068","88576","835","","353","","1000","","","22/09/2017 1:10:00 PM","","","","","","","22/09/2017 12:55:18 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33069","88576","353","","156","","1050","","","22/09/2017 3:00:00 PM","","","","","","","22/09/2017 2:11:34 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33070","88576","156","","448","","1100","","","22/09/2017 4:45:00 PM","","","","","","","22/09/2017 4:36:05 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33071","88576","448","","156","","1150","","","","","","","","","","","","","","False","False"
"33072","88576","156","","835","","1200","","","","","","","","","","","","","","False","False"
"33083","88577","156","","399","","1000","","","22/09/2017 12:10:00 PM","","","","","","","22/09/2017 12:52:26 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33084","88577","399","","156","","1050","","","22/09/2017 3:40:00 PM","","","","","","","22/09/2017 2:49:47 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33099","88578","682","","1142","","1000","","","","","","","","","","","","","","False","False"
"33100","88578","1142","","682","","1050","","","22/09/2017 1:20:00 PM","","","","","","","22/09/2017 2:12:42 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33101","88578","682","","320","","1100","","","22/09/2017 2:40:00 PM","","","","","","","22/09/2017 2:51:29 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33102","88578","320","","682","","1150","","","22/09/2017 4:00:00 PM","","","","","","","22/09/2017 3:48:28 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33085","88579","225","","976","","1000","","","22/09/2017 1:00:00 PM","","","","","","","22/09/2017 12:57:33 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33086","88579","976","","639","","1050","","","22/09/2017 3:45:00 PM","","","","","","","22/09/2017 3:47:29 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33087","88579","639","","225","","1100","","","22/09/2017 4:35:00 PM","","","","","","","22/09/2017 4:36:31 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33088","88580","190","","65","","1000","","","22/09/2017 1:45:00 PM","","","","","","","22/09/2017 12:56:17 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33089","88580","65","","190","","1050","","","22/09/2017 4:20:00 PM","","","","","","","22/09/2017 2:51:04 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33097","88581","980","","584","","1000","","","22/09/2017 3:00:00 PM","","","","","","","22/09/2017 2:12:09 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33098","88581","584","","980","","1050","","","","","","","","","","","","","","False","False"
"33112","88582","190","","1033","","1000","","","","","","","","","","","","","","False","False"
"33113","88582","1033","","190","","1050","","","","","","","","","","","","","","","False"
"33114","88583","225","","156","","1000","","","","","","","","","","","","","","False","False"
"33115","88583","156","","225","","1050","","","","","","","","","","","","","","","False"
"33127","88584","835","","399","","1000","","","","","","","","","","","","","","","False"
"33128","88584","399","","156","","1050","","","","","","","","","","","","","","","False"
"33129","88584","156","","951","","1100","","","","","","","","","","","","","","","False"
"33130","88584","951","","835","","1150","","","","","","","","","","","","","","","False"
"33119","88585","980","","472","","1000","","","","","","","","","","","","","","","False"
"33120","88585","472","","980","","1050","","","","","","","","","","","","","","","False"
"33121","88586","173","","156","","1000","","","","","","","","","","","","","","","False"
"33122","88586","156","","173","","1050","","","","","","","","","","","","","","","False"
"33131","88588","682","","200","","1000","","","","","","","","","","","","","","","False"
"33132","88588","200","","682","","1050","","","","","","","","","","","","","","","False"
"33133","88588","682","","1051","","1100","","","","","","","","","","","","","","","False"
"33134","88588","1051","","682","","1150","","","","","","","","","","","","","","","False"
"33168","88589","156","","399","","1000","","","","","","","","","","","","","","False","False"
"33169","88589","399","","156","","1050","","","","","","","","","","","","","","False","False"
"33170","88589","156","","448","","1100","","","23/09/2017 3:15:00 PM","","","","","","","23/09/2017 2:06:51 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33171","88589","448","","156","","1150","","","","","","","","","","","","","","False","False"
"33162","88590","980","","472","","1000","","","","","","","","","","","","","","False","False"
"33163","88590","472","","980","","1050","","","","","","","","","","","","","","False","False"
"33164","88590","980","","584","","1100","","","","","","","","","","","","","","False","False"
"33165","88590","584","","980","","1150","","","23/09/2017 2:00:00 PM","","","","","","","23/09/2017 12:52:20 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33176","88591","835","","156","","1000","","","","","","","","","","","","","","False","False"
"33177","88591","156","","353","","1050","","","","","","","","","","","","","","False","False"
"33178","88591","353","","835","","1100","","","23/09/2017 4:15:00 PM","","","","","","","23/09/2017 3:40:52 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33141","88592","173","","353","","1000","","","","","","","","","","","","","","False","False"
"33142","88592","353","","156","","1050","","","23/09/2017 11:45:00 AM","","","","","","","23/09/2017 10:34:06 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33143","88592","156","","173","","1100","","","23/09/2017 2:30:00 PM","","","","","","","23/09/2017 1:27:15 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33179","88594","682","","49","","1000","","","","","","","","","","","","","","","False"
"33180","88594","49","","682","","1050","","","","","","","","","","","","","","","False"
"33181","88594","682","","200","","1100","","","","","","","","","","","","","","","False"
"33182","88594","200","","682","","1150","","","","","","","","","","","","","","","False"
"33150","88595","190","","455","","1000","","","23/09/2017 10:25:00 AM","","","","","","","23/09/2017 10:36:17 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33151","88595","455","","190","","1050","","","23/09/2017 2:30:00 PM","","","","","","","23/09/2017 12:57:32 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33172","88596","156","","448","","1000","","","","","","","","","","","","","","False","False"
"33173","88596","448","","156","","1050","","","","","","","","","","","","","","False","False"
"33174","88596","156","","835","","1100","","","23/09/2017 4:15:00 PM","","","","","","","23/09/2017 3:39:53 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33175","88596","835","","156","","1150","","","","","","","","","","","","","","False","False"
"33154","88597","835","","389","","1000","","","","","","","","","","","","","","False","False"
"33155","88597","389","","173","","1050","","","23/09/2017 12:30:00 PM","","","","","","","23/09/2017 11:52:16 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33156","88597","173","","605","","1100","","","23/09/2017 1:30:00 PM","","","","","","","23/09/2017 12:26:58 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33157","88597","605","","156","","1150","","","23/09/2017 2:30:00 PM","","","","","","","23/09/2017 2:17:36 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33158","88597","156","","835","","1200","","","","","","","","","","","","","","False","False"
"33159","88598","980","","65","","1000","","","23/09/2017 12:35:00 PM","","","","","","","23/09/2017 10:35:49 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33160","88598","65","","190","","1050","","","23/09/2017 4:30:00 PM","","","","","","","23/09/2017 3:42:06 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33161","88598","190","","980","","1100","","","","","","","","","","","","","","False","False"
"33183","88599","980","","227","","1000","","","","","","","","","","","","","","False","False"
"33184","88599","227","","980","","1050","","","","","","","","","","","","","","","False"
"33193","88600","682","","914","","1000","","","","","","","","","","","","","","","False"
"33194","88600","914","","980","","1050","","","","","","","","","","","","","","","False"
"33195","88600","980","","682","","1100","","","24/09/2017 2:45:00 AM","","","","","","","24/09/2017 12:56:32 AM","K2:GOLDCOAST\phuong.hua","","","","False"
"33187","88601","835","","156","","1000","","","","","","","","","","","","","","False","False"
"33188","88601","156","","835","","1050","","","","","","","","","","","","","","","False"
"33196","88602","190","","50","","1000","","","","","","","","","","","","","","","False"
"33197","88602","50","","190","","1050","","","","","","","","","","","","","","","False"
"33198","88602","190","","525","","1100","","","","","","","","","","","","","","","False"
"33199","88602","525","","190","","1150","","","","","","","","","","","","","","","False"
"33200","88603","156","","835","","1000","","","","","","","","","","","","","","","False"
"33201","88603","835","","448","","1050","","","","","","","","","","","","","","","False"
"33202","88603","448","","605","","1100","","","","","","","","","","","","","","","False"
"33203","88603","605","","156","","1150","","","","","","","","","","","","","","","False"
"33204","88604","225","","1090","","1000","","","","","","","","","","","","","","False","False"
"33205","88604","1090","","225","","1050","","","24/09/2017 7:00:00 AM","","","","","","","24/09/2017 5:32:38 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33237","88605","980","","227","","1000","","","","","","","","","","","","","","False","False"
"33238","88605","227","","980","","1050","","","","","","","","","","","","","","False","False"
"33239","88605","980","","743","","1100","","","24/09/2017 3:15:00 PM","","","","","","","24/09/2017 1:36:54 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33240","88605","743","","980","","1150","","","24/09/2017 5:05:00 PM","","","","","","","24/09/2017 4:05:38 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33233","88606","835","","569","","1000","","","","","","","","","","","","","","False","False"
"33234","88606","569","","835","","1050","","","","","","","","","","","","","","False","False"
"33235","88606","835","","156","","1100","","","24/09/2017 2:00:00 PM","","","","","","","24/09/2017 12:40:18 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33236","88606","156","","835","","1150","","","24/09/2017 4:00:00 PM","","","","","","","24/09/2017 2:39:02 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33243","88607","173","","353","","1000","","","","","","","","","","","","","","False","False"
"33244","88607","353","","399","","1050","","","","","","","","","","","","","","False","False"
"33245","88607","399","","156","","1100","","","","","","","","","","","","","","False","False"
"33246","88607","156","","703","","1150","","","24/09/2017 2:45:00 PM","","","","","","","24/09/2017 2:00:37 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33247","88607","703","","173","","1200","","","24/09/2017 3:30:00 PM","","","","","","","24/09/2017 2:51:55 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33263","88608","682","","980","","1000","","","","","","","","","","","","","","","False"
"33264","88608","980","","682","","1050","","","","","","","","","","","","","","","False"
"33265","88608","682","","7","","1100","","","","","","","","","","","","","","","False"
"33266","88608","7","","682","","1150","","","","","","","","","","","","","","","False"
"33258","88609","835","","399","","1000","","","","","","","","","","","","","","False","False"
"33259","88609","399","","173","","1050","","","","","","","","","","","","","","False","False"
"33260","88609","173","","156","","1100","","","","","","","","","","","","","","False","False"
"33261","88609","156","","114","","1150","","","24/09/2017 3:00:00 PM","","","","","","","24/09/2017 2:40:03 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33262","88609","114","","835","","1200","","","24/09/2017 4:00:00 PM","","","","","","","24/09/2017 4:04:04 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33223","88610","980","","455","","1000","","","24/09/2017 12:40:00 PM","","","","","","","24/09/2017 11:32:03 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33224","88610","455","","190","","1050","","","24/09/2017 3:40:00 PM","","","","","","","24/09/2017 1:45:46 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33225","88610","190","","980","","1100","","","24/09/2017 4:50:00 PM","","","","","","","24/09/2017 4:06:07 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33248","88611","156","","980","","1000","","","","","","","","","","","","","","False","False"
"33249","88611","980","","835","","1050","","","24/09/2017 4:45:00 PM","","","","","","","24/09/2017 3:15:06 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33250","88611","835","","173","","1100","","","","","","","","","","","","","","False","False"
"33251","88611","173","","156","","1150","","","","","","","","","","","","","","False","False"
"33241","88612","225","","107","","1000","","","24/09/2017 3:00:00 PM","","","","","","","24/09/2017 2:40:50 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33242","88612","107","","225","","1050","","","24/09/2017 4:50:00 PM","","","","","","","24/09/2017 4:07:23 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33279","88614","173","","448","","1000","","","","","","","","","","","","","","False","False"
"33280","88614","448","","514","","1050","","","24/09/2017 8:30:00 PM","","","","","","","24/09/2017 7:45:53 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33281","88614","514","","976","","1100","","","","","","","","","","","","","","False","False"
"33282","88614","976","","156","","1150","","","24/09/2017 10:10:00 PM","","","","","","","24/09/2017 10:37:40 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33283","88614","156","","173","","1200","","","","","","","","","","","","","","False","False"
"33276","88615","225","","639","","1000","","","24/09/2017 8:45:00 PM","","","","","","","24/09/2017 8:58:59 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33277","88615","639","","976","","1050","","","24/09/2017 10:05:00 PM","","","","","","","24/09/2017 10:38:35 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33278","88615","976","","156","","1100","","","","","","","","","","24/09/2017 10:39:45 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33284","88616","682","","1142","","1000","","","","","","","","","","","","","","","False"
"33285","88616","1142","","682","","1050","","","","","","","","","","","","","","","False"
"33286","88617","835","","23","","1000","","","24/09/2017 9:30:00 PM","","","","","","","24/09/2017 8:10:09 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33287","88617","23","","835","","1050","","","24/09/2017 11:10:00 PM","","","","","","","24/09/2017 10:38:08 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33288","88618","156","","235","","1000","","","24/09/2017 10:45:00 PM","","","","","","","24/09/2017 10:37:14 PM","K2:GOLDCOAST\david.gilson","","","False","False"
"33289","88618","235","","156","","1050","","","","","","","","","","","","","","False","False"
"33290","88619","190","","1033","","1000","","","","","","","","","","","","","","False","False"
"33291","88619","1033","","190","","1050","","","","","","","","","","","","","","","False"
"33312","88622","835","","156","","1000","","","25/09/2017 10:25:00 AM","","","","","","","25/09/2017 11:07:42 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33313","88622","156","","835","","1050","","","25/09/2017 12:40:00 PM","","","","","","","25/09/2017 11:46:53 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33334","88623","156","","514","","1000","","","","","","","","","","","","","","False","False"
"33335","88623","514","","156","","1050","","","","","","","","","","","","","","False","False"
"33336","88623","156","","399","","1100","","","25/09/2017 2:40:00 PM","","","","","","","25/09/2017 1:33:48 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33337","88623","399","","156","","1150","","","25/09/2017 5:30:00 PM","","","","","","","25/09/2017 4:21:29 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33302","88624","173","","448","","1000","","","25/09/2017 9:00:00 AM","","","","","","","25/09/2017 8:08:49 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33303","88624","448","","156","","1050","","","25/09/2017 10:25:00 AM","","","","","","","25/09/2017 9:22:12 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33304","88624","156","","173","","1100","","","","","","","","","","","","","","False","False"
"33356","88625","682","","677","","1000","25/09/2017 8:30:00 AM","","","","","","","","","25/09/2017 4:56:24 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33357","88625","677","","682","","1050","25/09/2017 10:30:00 AM","","","","","","","","","25/09/2017 4:56:30 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33358","88625","682","","1142","","1100","25/09/2017 3:00:00 PM","","","","","","","","","25/09/2017 4:56:35 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33359","88625","1142","","682","","1150","25/09/2017 4:30:00 PM","","","","","","","","","25/09/2017 4:56:41 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33307","88626","980","","682","","1000","","","25/09/2017 11:00:00 AM","","","","","","","25/09/2017 9:09:47 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33308","88626","682","","980","","1050","","","25/09/2017 1:05:00 PM","","","","","","","25/09/2017 11:33:14 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33325","88627","835","","70","","1000","25/09/2017 11:30:00 AM","","","","","","","","","25/09/2017 4:34:58 PM","K2:GOLDCOAST\cameron.campbell","","","False","False"
"33326","88627","70","","835","","1050","25/09/2017 1:00:00 PM","","25/09/2017 2:00:00 PM","","","","","","","25/09/2017 4:35:03 PM","K2:GOLDCOAST\cameron.campbell","","","False","False"
"33353","88627","156","","448","","1200","25/09/2017 5:00:00 PM","","","","","","","","","25/09/2017 5:07:28 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33355","88627","835","","156","","1125","25/09/2017 3:00:00 PM","","","","","","","","","25/09/2017 4:46:15 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33362","88627","448","","173","","1250","25/09/2017 6:00:00 PM","","","","","","","","","25/09/2017 5:07:34 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33364","88627","173","","835","","1300","25/09/2017 7:00:00 PM","","","","","","","","","25/09/2017 5:07:40 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33317","88628","156","","173","","1000","25/09/2017 10:30:00 AM","","25/09/2017 11:50:00 AM","","","","","","","25/09/2017 4:58:58 PM","K2:GOLDCOAST\cameron.campbell","","","False","False"
"33318","88628","173","","156","","1050","25/09/2017 1:30:00 PM","","25/09/2017 3:35:00 PM","","","","","","","25/09/2017 4:59:04 PM","K2:GOLDCOAST\cameron.campbell","","","False","False"
"33360","88628","156","","514","","1100","25/09/2017 4:30:00 PM","","","","","","","","","25/09/2017 4:59:13 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33361","88628","514","","156","","1150","25/09/2017 6:00:00 PM","","","","","","","","","25/09/2017 4:59:20 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33319","88629","225","","817","","1000","","","25/09/2017 11:10:00 AM","","","","","","","25/09/2017 11:08:09 AM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33320","88629","817","","156","","1050","","","25/09/2017 1:30:00 PM","","","","","","","25/09/2017 12:28:37 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33321","88629","156","","225","","1100","","","25/09/2017 5:30:00 PM","","","","","","","25/09/2017 4:22:08 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33327","88630","190","","804","","1000","25/09/2017 11:30:00 AM","","25/09/2017 12:20:00 PM","","","","","","","25/09/2017 4:28:54 PM","K2:GOLDCOAST\cameron.campbell","","","False","False"
"33328","88630","804","","246","","1050","25/09/2017 1:00:00 PM","","","","","","","","","25/09/2017 4:29:00 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33350","88630","246","","190","","1100","25/09/2017 2:30:00 PM","","","","","","","","","25/09/2017 4:29:53 PM","K2:GOLDCOAST\cameron.campbell","","","","False"
"33343","88631","173","","448","","1000","","","","","","","","","","","","","","False","False"
"33344","88631","448","","156","","1050","","","","","","","","","","","","","","False","False"
"33345","88631","156","","415","","1100","","","25/09/2017 1:55:00 PM","","","","","","","25/09/2017 1:26:10 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33346","88631","415","","156","","1150","","","25/09/2017 3:05:00 PM","","","","","","","25/09/2017 2:40:38 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33347","88631","156","","173","","1200","","","25/09/2017 5:00:00 PM","","","","","","","25/09/2017 4:21:48 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33348","88632","980","","682","","1000","25/09/2017 2:30:00 PM","","25/09/2017 4:05:00 PM","","","","","","","25/09/2017 3:16:51 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33349","88632","682","","980","","1050","25/09/2017 5:30:00 PM","","25/09/2017 6:40:00 PM","","","","","","","25/09/2017 4:50:26 PM","K2:GOLDCOAST\chris.heinemann","","","False","False"
"33385","88633","173","","156","","1000","","","","","","","","","","","","","","False","False"
"33386","88633","156","","415","","1050","","","26/09/2017 12:20:00 AM","","","","","","","25/09/2017 11:31:08 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33387","88633","415","","156","","1100","","","26/09/2017 2:30:00 AM","","","","","","","26/09/2017 1:49:18 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33388","88633","156","","173","","1150","","","","","","","","","","","","","","False","False"
"33367","88634","225","","63","","1000","25/09/2017 7:00:00 PM","","","","","","","","","25/09/2017 6:31:52 PM","K2:GOLDCOAST\cameron.campbell","","","False","False"
"33368","88634","63","","225","","1050","25/09/2017 8:30:00 PM","","25/09/2017 9:15:00 PM","","","","","","","25/09/2017 9:14:18 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33369","88634","225","","976","","1100","25/09/2017 10:00:00 PM","","25/09/2017 11:10:00 PM","","","","","","","25/09/2017 10:11:15 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33370","88634","976","","261","","1150","25/09/2017 11:45:00 PM","","26/09/2017 12:05:00 AM","","","","","","","25/09/2017 11:34:31 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33371","88634","261","","225","","1200","26/09/2017 1:00:00 AM","","26/09/2017 2:20:00 AM","","","","","","","26/09/2017 12:30:58 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33394","88635","190","","565","","1000","","","","","","","","","","","","","","False","False"
"33395","88635","565","","190","","1050","","","","","","","","","","","","","","False","False"
"33396","88635","190","","525","","1100","","","26/09/2017 2:20:00 AM","","","","","","","26/09/2017 1:47:40 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33397","88635","525","","190","","1150","","","","","","","","","","","","","","False","False"
"33389","88636","682","","743","","1000","","","","","","","","","","","","","","False","False"
"33390","88636","743","","181","","1050","","","","","","","","","","","","","","False","False"
"33391","88636","181","","682","","1100","","","25/09/2017 10:45:00 PM","","","","","","","25/09/2017 11:35:18 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33392","88636","682","","1142","","1150","","","26/09/2017 12:30:00 AM","","","","","","","26/09/2017 12:22:34 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33393","88636","1142","","682","","1200","","","26/09/2017 1:40:00 AM","","","","","","","26/09/2017 1:14:14 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33377","88637","980","","190","","1000","","","25/09/2017 8:45:00 PM","","","","","","","25/09/2017 8:41:45 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33378","88637","190","","980","","1050","","","25/09/2017 10:10:00 PM","","","","","","","25/09/2017 10:09:06 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33379","88638","835","","173","","1000","","","","","","","","","","","","","","False","False"
"33380","88638","173","","156","","1050","","","25/09/2017 10:30:00 PM","","","","","","","25/09/2017 10:08:29 PM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33381","88638","156","","835","","1100","","","26/09/2017 1:00:00 AM","","","","","","","26/09/2017 12:06:29 AM","K2:GOLDCOAST\tony.bennett","","","False","False"
"33428","88639","156","","173","","1000","","","","","","","","","","","","","","False","False"
"33429","88639","173","","156","","1050","","","","","","","","","","","","","","False","False"
"33430","88639","156","","448","","1100","","","26/09/2017 1:20:00 PM","","","","","","","26/09/2017 1:25:02 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33431","88639","448","","156","","1150","","","26/09/2017 3:00:00 PM","","","","","","","26/09/2017 3:16:00 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33423","88640","835","","156","","1000","","","","","","","","","","","","","","False","False"
"33424","88640","156","","353","","1050","","","26/09/2017 2:00:00 PM","","","","","","","26/09/2017 12:19:19 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33425","88640","353","","835","","1100","","","","","","","","","","","","","","False","False"
"33419","88641","980","","190","","1000","","","","","","","","","","","","","","False","False"
"33420","88641","190","","980","","1050","","","","","","","","","","","","","","False","False"
"33421","88641","980","","320","","1100","","","26/09/2017 1:35:00 PM","","","","","","","26/09/2017 1:28:04 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33422","88641","320","","980","","1150","","","26/09/2017 3:55:00 PM","","","","","","","26/09/2017 1:55:23 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33441","88642","173","","353","","1000","","","","","","","","","","","","","","","False"
"33442","88642","353","","156","","1050","","","","","","","","","","","","","","","False"
"33443","88642","156","","605","","1100","","","","","","","","","","","","","","","False"
"33444","88642","605","","976","","1150","","","","","","","","","","","","","","","False"
"33445","88642","976","","703","","1200","","","","","","","","","","","","","","","False"
"33446","88642","703","","173","","1250","","","","","","","","","","","","","","","False"
"33426","88643","190","","525","","1000","","","26/09/2017 1:35:00 PM","","","","","","","26/09/2017 1:27:10 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33427","88643","525","","190","","1050","","","26/09/2017 3:15:00 PM","","","","","","","26/09/2017 3:17:35 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33437","88644","156","","448","","1000","","","","","","","","","","","","","","False","False"
"33438","88644","448","","156","","1050","","","","","","","","","","","","","","False","False"
"33439","88644","156","","448","","1100","","","26/09/2017 2:40:00 PM","","","","","","","26/09/2017 3:16:33 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33440","88644","448","","156","","1150","","","","","","","","","","","","","","False","False"
"33412","88645","835","","399","","1000","","","26/09/2017 11:40:00 AM","","","","","","","26/09/2017 11:41:01 AM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33413","88645","399","","173","","1050","","","","","","","","","","","","","","False","False"
"33414","88645","173","","156","","1100","","","26/09/2017 2:10:00 PM","","","","","","","26/09/2017 1:26:39 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33415","88645","156","","835","","1150","","","","","","","","","","","","","","False","False"
"33416","88646","980","","810","","1000","","","26/09/2017 11:10:00 AM","","","","","","","26/09/2017 10:45:05 AM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33417","88646","810","","156","","1050","","","26/09/2017 3:30:00 PM","","","","","","","26/09/2017 1:28:55 PM","K2:GOLDCOAST\greg.bushnell","","","False","False"
"33418","88646","156","","980","","1100","","","","","","","","","","","","","","False","False"
